context,id_a,id_b,title_a,title_b,key_a,key_b,grid_dist_3d,cosine_sim,harmonic_tier,edge_kind,edge_strength,is_thread
afterglow,2,34,Ayo for Yayo (feat. San Quinn),Lucky Shot (Original Mix),10A,7A,1.8036,0.6065,,none,0,0
afterglow,2,35,Ayo for Yayo (feat. San Quinn),Lying Together,10A,2A,1.7195,0.3509,,none,0,0
afterglow,2,36,Ayo for Yayo (feat. San Quinn),Marijuana (Original Mix),10A,1A,1.1577,0.7078,,none,0,0
afterglow,2,37,Ayo for Yayo (feat. San Quinn),Masala (Pablo Fierro Remix),10A,7A,0.7837,0.7319,,none,0,0
afterglow,2,38,Ayo for Yayo (feat. San Quinn),Midas feat. Holly Walker (Ben Pearce Re-Edit),10A,8A,0.7452,0.4876,,none,0,0
afterglow,2,39,Ayo for Yayo (feat. San Quinn),Never Sleep Again (Keinemusik Remix),10A,6A,1.5584,0.5491,,none,0,0
afterglow,2,40,Ayo for Yayo (feat. San Quinn),Neverender (Extended),10A,11A,1.2691,0.6164,adjacent,harmonic,0.7,1
afterglow,2,41,Ayo for Yayo (feat. San Quinn),Night Blooming Jasmine (Original Mix),10A,4A,1.1577,0.6573,,none,0,0
afterglow,2,42,Ayo for Yayo (feat. San Quinn),Night Blooming Jasmine (Rodriguez Jr. Remix),10A,4A,1.2691,0.6667,,none,0,0
afterglow,2,43,Ayo for Yayo (feat. San Quinn),Ocean Drive (Extended Mix),10A,1A,1.2691,0.6776,,none,0,0
afterglow,2,44,Ayo for Yayo (feat. San Quinn),One Night/All Night (Original Mix),10A,4A,1.2691,0.7897,,none,0,0
afterglow,2,45,Ayo for Yayo (feat. San Quinn),Opal (Four Tet Remix),10A,8A,0.5257,0.8606,,none,0,0
afterglow,2,46,Ayo for Yayo (feat. San Quinn),Preach The World (Original Mix),10A,12A,1.1482,0.6617,,none,0,0
afterglow,2,47,Ayo for Yayo (feat. San Quinn),Promiscuous [AV Edit],10A,3A,1.118,0.7223,,none,0,0
afterglow,2,48,Ayo for Yayo (feat. San Quinn),Regulate (feat. Nate Dogg),10A,9A,1.046,0.8995,adjacent,harmonic,0.7,1
afterglow,2,49,Ayo for Yayo (feat. San Quinn),Saturday Night (Extended),10A,4A,1.1577,0.6296,,none,0,0
afterglow,2,50,Ayo for Yayo (feat. San Quinn),Sell My Heart (Kreative Nativez Remix),10A,11A,1.2691,0.6776,adjacent,harmonic,0.7,1
afterglow,2,51,Ayo for Yayo (feat. San Quinn),Sing It Back (feat. Naila) (Original Mix),10A,12A,1.1539,0.6843,,none,0,0
afterglow,2,52,Ayo for Yayo (feat. San Quinn),Sing It Back (Herbert's Tasteful Dub),10A,2A,1.1577,0.7078,,none,0,0
afterglow,2,53,Ayo for Yayo (feat. San Quinn),Skin (Rinzen Remix),10A,8A,0.7452,0.4182,,none,0,0
afterglow,2,54,Ayo for Yayo (feat. San Quinn),Slow Down (James Cole Remix),10A,9A,1.0441,0.7518,adjacent,harmonic,0.7,1
afterglow,2,55,Ayo for Yayo (feat. San Quinn),So U Kno (Original Mix),10A,4A,0.7914,0.8244,,none,0,0
afterglow,2,56,Ayo for Yayo (feat. San Quinn),Sordid Affair (Maceo Plex Mix),10A,3A,1.4806,0.5944,,none,0,0
afterglow,2,57,Ayo for Yayo (feat. San Quinn),Stones Throw (Original Mix),10A,8A,1.1577,0.6654,,none,0,0
afterglow,2,58,Ayo for Yayo (feat. San Quinn),Sunset Drive (Extended Mix),10A,5A,0.7893,0.7757,,none,0,0
afterglow,2,59,Ayo for Yayo (feat. San Quinn),Symmetry (Rodriguez Jr. Remix),10A,11A,1.874,0.5611,adjacent,harmonic,0.7,1
afterglow,2,60,Ayo for Yayo (feat. San Quinn),Teardrops (Don't Stop The Music) (Original Mix),10A,5B,1.118,0.6522,,none,0,0
afterglow,2,61,Ayo for Yayo (feat. San Quinn),Tearing Me Up (Original Mix),10A,7A,1.7623,0.2791,,none,0,0
afterglow,2,62,Ayo for Yayo (feat. San Quinn),The Way You Move (Original Mix),10A,5A,0.7815,0.7424,,none,0,0
afterglow,2,63,Ayo for Yayo (feat. San Quinn),There's Never Been (No One Like You)(P's Sunrise Edit),10A,10B,1.2691,0.3266,,none,0,0
afterglow,2,64,Ayo for Yayo (feat. San Quinn),Touch (Four Tet Remix),10A,8B,1.2691,0.6722,,none,0,0
afterglow,2,65,Ayo for Yayo (feat. San Quinn),Videotape (Original Mix),10A,12A,0,0.9984,,none,0,0
afterglow,2,66,Ayo for Yayo (feat. San Quinn),Walk The Line (Extended Mix),10A,9A,1.2691,0.556,adjacent,harmonic,0.7,1
afterglow,2,67,Ayo for Yayo (feat. San Quinn),Walk The Line (Themba Extended Mix),10A,9A,1.2691,0.6776,adjacent,harmonic,0.7,1
afterglow,2,68,Ayo for Yayo (feat. San Quinn),We Are Child Of Love (The Mekanism Remix),10A,12A,1.9002,0.5626,,none,0,0
afterglow,2,69,Ayo for Yayo (feat. San Quinn),What Can I Do,10A,8A,1.9002,0.477,,none,0,0
afterglow,2,70,Ayo for Yayo (feat. San Quinn),What I Might Do,10A,5A,0.5034,0.8114,,none,0,0
afterglow,2,71,Ayo for Yayo (feat. San Quinn),When Will I See You Again (Amtrac Remix),10A,5B,0.0588,0.9229,,none,0,0
afterglow,2,72,Ayo for Yayo (feat. San Quinn),Where the Subtle Meets Infinity (Original Mix),10A,1A,0.7815,0.3373,,none,0,0
afterglow,2,73,Ayo for Yayo (feat. San Quinn),Wish We Could feat. Syon & Darla Jade (Extended Mix),10A,3A,1.8771,0.5599,,none,0,0
afterglow,3,4,Boiling (feat. Sinead Harnett),Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),11A,3A,0.301,0.823,,none,0,0
afterglow,3,5,Boiling (feat. Sinead Harnett),Calling Out Your Name (Original Mix),11A,1A,1.0451,0.7395,,none,0,0
afterglow,3,6,Boiling (feat. Sinead Harnett),Can't Do Without You (Tale Of Us & Mano Le Tough Remix),11A,8A,0.3037,0.501,,none,0,0
afterglow,3,7,Boiling (feat. Sinead Harnett),Deep in the Bottom (of Africa),11A,5A,1.1444,0.3135,,none,0,0
afterglow,3,8,Boiling (feat. Sinead Harnett),DJs Gotta Dance More feat. Todd Terry (Extended),11A,10A,1.3824,0.7415,adjacent,harmonic,0.7,1
afterglow,3,9,Boiling (feat. Sinead Harnett),Dolores,11A,10A,0.3063,0.7655,adjacent,harmonic,0.7,1
afterglow,3,10,Boiling (feat. Sinead Harnett),Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),11A,8A,0.5455,0.7146,,none,0,0
afterglow,3,11,Boiling (feat. Sinead Harnett),Equal Responsibility (Betoko Remix),11A,12A,0.3037,0.7739,adjacent,harmonic,0.7,1
afterglow,3,12,Boiling (feat. Sinead Harnett),Escape feat. Hayla (Extended Mix),11A,8A,1.1444,0.4188,,none,0,0
afterglow,3,13,Boiling (feat. Sinead Harnett),Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),11A,11A,0.3037,0.4789,same,harmonic,1,1
afterglow,3,14,Boiling (feat. Sinead Harnett),Feel The Fire (Journeyman Remix),11A,7A,0.6512,0.7461,,none,0,0
afterglow,3,15,Boiling (feat. Sinead Harnett),Feel The Game (Extended Remix),11A,1A,0.3037,0.836,,none,0,0
afterglow,3,16,Boiling (feat. Sinead Harnett),Fifty Ways To Love Your Liver (Original Mix),11A,8A,0.9866,0.613,,none,0,0
afterglow,3,17,Boiling (feat. Sinead Harnett),Final Credits (Original Mix),11A,4A,1.2851,0.5943,,none,0,0
afterglow,3,18,Boiling (feat. Sinead Harnett),Give Life Back to Music (Original Mix),11A,8A,0.8704,0.6728,,none,0,0
afterglow,3,19,Boiling (feat. Sinead Harnett),Gooey (Original Mix),11A,10A,1.0032,0.7388,adjacent,harmonic,0.7,1
afterglow,3,20,Boiling (feat. Sinead Harnett),Hit The Ground  (Extended Mix),11A,6A,0.3037,0.8165,,none,0,0
afterglow,3,21,Boiling (feat. Sinead Harnett),Houdini (Adam Port Mix),11A,6A,0.3037,0.3653,,none,0,0
afterglow,3,22,Boiling (feat. Sinead Harnett),I Remember (Original Mix),11A,10A,1.2004,0.5466,adjacent,harmonic,0.7,1
afterglow,3,23,Boiling (feat. Sinead Harnett),I Won't Fade Away feat. Alice Russell (Original Mix),11A,9A,1.0463,0.5518,,none,0,0
afterglow,3,24,Boiling (feat. Sinead Harnett),Illusory (Extended Mix),11A,1A,1.0898,0.7469,,none,0,0
afterglow,3,25,Boiling (feat. Sinead Harnett),It's A Memory (Amtrac Remix),11A,2A,0.7399,0.5796,,none,0,0
afterglow,3,26,Boiling (feat. Sinead Harnett),It's Not Enough feat. Janai (Original Mix),11A,4A,0.0455,0.703,,none,0,0
afterglow,3,27,Boiling (feat. Sinead Harnett),It's Not Right (Original Mix),11A,5A,0.4468,0.4644,,none,0,0
afterglow,3,28,Boiling (feat. Sinead Harnett),Izolo feat. Khonaye (Lost Desert & Lee Burridge Remix),11A,9A,0.3037,0.6838,,none,0,0
afterglow,3,29,Boiling (feat. Sinead Harnett),Just a Bitter Love,11A,6A,0.4993,0.7301,,none,0,0
afterglow,3,30,Boiling (feat. Sinead Harnett),Latch (Jamie Jones Remix),11A,4B,0.4728,0.547,,none,0,0
afterglow,3,31,Boiling (feat. Sinead Harnett),Lost,11A,6A,0.4572,0.5796,,none,0,0
afterglow,3,32,Boiling (feat. Sinead Harnett),Love Somebody Else Feat. Joi Cardwell (Original Mix),11A,12B,0.3037,0.4944,,none,0,0
afterglow,3,33,Boiling (feat. Sinead Harnett),Love Song (Original Mix),11A,8A,0.0455,0.757,,none,0,0
afterglow,3,34,Boiling (feat. Sinead Harnett),Lucky Shot (Original Mix),11A,7A,0.6563,0.6346,,none,0,0
afterglow,3,35,Boiling (feat. Sinead Harnett),Lying Together,11A,2A,1.1398,0.6102,,none,0,0
afterglow,3,36,Boiling (feat. Sinead Harnett),Marijuana (Original Mix),11A,1A,0.0455,0.3787,,none,0,0
afterglow,3,37,Boiling (feat. Sinead Harnett),Masala (Pablo Fierro Remix),11A,7A,1.1444,0.4242,,none,0,0
afterglow,3,38,Boiling (feat. Sinead Harnett),Midas feat. Holly Walker (Ben Pearce Re-Edit),11A,8A,1.0893,0.7362,,none,0,0
afterglow,3,39,Boiling (feat. Sinead Harnett),Never Sleep Again (Keinemusik Remix),11A,6A,0.6138,0.6037,,none,0,0
afterglow,3,40,Boiling (feat. Sinead Harnett),Neverender (Extended),11A,11A,2.0674,0.3253,same,harmonic,1,1
afterglow,3,41,Boiling (feat. Sinead Harnett),Night Blooming Jasmine (Original Mix),11A,4A,0.0455,0.3517,,none,0,0
afterglow,3,42,Boiling (feat. Sinead Harnett),Night Blooming Jasmine (Rodriguez Jr. Remix),11A,4A,0.3037,0.3429,,none,0,0
afterglow,3,43,Boiling (feat. Sinead Harnett),Ocean Drive (Extended Mix),11A,1A,0.3037,0.5444,,none,0,0
afterglow,3,44,Boiling (feat. Sinead Harnett),One Night/All Night (Original Mix),11A,4A,0.3037,0.4138,,none,0,0
afterglow,3,45,Boiling (feat. Sinead Harnett),Opal (Four Tet Remix),11A,8A,0.9246,0.5882,,none,0,0
afterglow,3,46,Boiling (feat. Sinead Harnett),Preach The World (Original Mix),11A,12A,1.2968,0.5116,adjacent,harmonic,0.7,1
afterglow,3,47,Boiling (feat. Sinead Harnett),Promiscuous [AV Edit],11A,3A,0.3037,0.541,,none,0,0
afterglow,3,48,Boiling (feat. Sinead Harnett),Regulate (feat. Nate Dogg),11A,9A,0.4399,0.5393,,none,0,0
afterglow,3,49,Boiling (feat. Sinead Harnett),Saturday Night (Extended),11A,4A,0.0455,0.6737,,none,0,0
afterglow,3,50,Boiling (feat. Sinead Harnett),Sell My Heart (Kreative Nativez Remix),11A,11A,1.0451,0.5444,same,harmonic,1,1
afterglow,3,51,Boiling (feat. Sinead Harnett),Sing It Back (feat. Naila) (Original Mix),11A,12A,0.3003,0.7746,adjacent,harmonic,0.7,1
afterglow,3,52,Boiling (feat. Sinead Harnett),Sing It Back (Herbert's Tasteful Dub),11A,2A,0.0455,0.3787,,none,0,0
afterglow,3,53,Boiling (feat. Sinead Harnett),Skin (Rinzen Remix),11A,8A,1.0893,0.6483,,none,0,0
afterglow,3,54,Boiling (feat. Sinead Harnett),Slow Down (James Cole Remix),11A,9A,0.5021,0.613,,none,0,0
afterglow,3,55,Boiling (feat. Sinead Harnett),So U Kno (Original Mix),11A,4A,1.2084,0.3097,,none,0,0
afterglow,3,56,Boiling (feat. Sinead Harnett),Sordid Affair (Maceo Plex Mix),11A,3A,0.5117,0.5641,,none,0,0
afterglow,3,57,Boiling (feat. Sinead Harnett),Stones Throw (Original Mix),11A,8A,0.0455,0.6016,,none,0,0
afterglow,3,58,Boiling (feat. Sinead Harnett),Sunset Drive (Extended Mix),11A,5A,1.1949,0.2916,,none,0,0
afterglow,3,59,Boiling (feat. Sinead Harnett),Symmetry (Rodriguez Jr. Remix),11A,11A,0.7194,0.5816,same,harmonic,1,1
afterglow,3,60,Boiling (feat. Sinead Harnett),Teardrops (Don't Stop The Music) (Original Mix),11A,5B,0.3037,0.7951,,none,0,0
afterglow,3,61,Boiling (feat. Sinead Harnett),Tearing Me Up (Original Mix),11A,7A,1.0144,0.7334,,none,0,0
afterglow,3,62,Boiling (feat. Sinead Harnett),The Way You Move (Original Mix),11A,5A,1.0877,0.5414,,none,0,0
afterglow,3,63,Boiling (feat. Sinead Harnett),There's Never Been (No One Like You)(P's Sunrise Edit),11A,10B,0.3037,0.8677,,none,0,0
afterglow,3,64,Boiling (feat. Sinead Harnett),Touch (Four Tet Remix),11A,8B,0.3037,0.3653,,none,0,0
afterglow,3,65,Boiling (feat. Sinead Harnett),Videotape (Original Mix),11A,12A,1.1971,0.5063,adjacent,harmonic,0.7,1
afterglow,3,66,Boiling (feat. Sinead Harnett),Walk The Line (Extended Mix),11A,9A,0.3037,0.4898,,none,0,0
afterglow,3,67,Boiling (feat. Sinead Harnett),Walk The Line (Themba Extended Mix),11A,9A,2.0674,0.1893,,none,0,0
afterglow,3,68,Boiling (feat. Sinead Harnett),We Are Child Of Love (The Mekanism Remix),11A,12A,0.7395,0.602,adjacent,harmonic,0.7,1
afterglow,3,69,Boiling (feat. Sinead Harnett),What Can I Do,11A,8A,1.0451,0.7372,,none,0,0
afterglow,3,70,Boiling (feat. Sinead Harnett),What I Might Do,11A,5A,1.0313,0.5023,,none,0,0
afterglow,3,71,Boiling (feat. Sinead Harnett),When Will I See You Again (Amtrac Remix),11A,5B,1.1461,0.4783,,none,0,0
afterglow,3,72,Boiling (feat. Sinead Harnett),Where the Subtle Meets Infinity (Original Mix),11A,1A,1.0877,0.7494,,none,0,0
afterglow,3,73,Boiling (feat. Sinead Harnett),Wish We Could feat. Syon & Darla Jade (Extended Mix),11A,3A,0.7217,0.5927,,none,0,0
afterglow,4,5,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Calling Out Your Name (Original Mix),3A,1A,1.0022,0.7777,,none,0,0
afterglow,4,6,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Can't Do Without You (Tale Of Us & Mano Le Tough Remix),3A,8A,0.0667,0.6459,,none,0,0
afterglow,4,7,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Deep in the Bottom (of Africa),3A,5A,1.2757,0.2411,,none,0,0
afterglow,4,8,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),DJs Gotta Dance More feat. Todd Terry (Extended),3A,10A,1.4005,0.6019,,none,0,0
afterglow,4,9,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Dolores,3A,10A,0.0593,0.9235,,none,0,0
afterglow,4,10,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Don’t Turn It Off feat. Qzen (Session Victim Extended Remix),3A,8A,0.6413,0.711,,none,0,0
afterglow,4,11,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Equal Responsibility (Betoko Remix),3A,12A,0.0667,0.9355,,none,0,0
afterglow,4,12,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Escape feat. Hayla (Extended Mix),3A,8A,1.2757,0.2343,,none,0,0
afterglow,4,13,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Feel Good (feat. Charlotte Cardin) [Remix] (feat. Charlotte Cardin),3A,11A,0.6043,0.2664,,none,0,0
afterglow,4,14,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Feel The Fire (Journeyman Remix),3A,7A,0.599,0.7505,,none,0,0
afterglow,4,15,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Feel The Game (Extended Remix),3A,1A,0.6043,0.8359,,none,0,0
afterglow,4,16,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Fifty Ways To Love Your Liver (Original Mix),3A,8A,1.0516,0.5603,,none,0,0
afterglow,4,17,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Final Credits (Original Mix),3A,4A,1.2694,0.4827,adjacent,harmonic,0.7,1
afterglow,4,18,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Give Life Back to Music (Original Mix),3A,8A,0.8348,0.6766,,none,0,0
afterglow,4,19,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Gooey (Original Mix),3A,10A,1.0457,0.9092,,none,0,0
afterglow,4,20,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Hit The Ground  (Extended Mix),3A,6A,0.6043,0.7359,,none,0,0
afterglow,4,21,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Houdini (Adam Port Mix),3A,6A,0.6043,0.2664,,none,0,0
afterglow,4,22,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),I Remember (Original Mix),3A,10A,1.2563,0.3706,,none,0,0
afterglow,4,23,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),I Won't Fade Away feat. Alice Russell (Original Mix),3A,9A,1.1089,0.5016,,none,0,0
afterglow,4,24,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Illusory (Extended Mix),3A,1A,1.2259,0.7052,,none,0,0
afterglow,4,25,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),It's A Memory (Amtrac Remix),3A,2A,0.8132,0.5534,adjacent,harmonic,0.7,1
afterglow,4,26,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),It's Not Enough feat. Janai (Original Mix),3A,4A,0.3076,0.8467,adjacent,harmonic,0.7,1
afterglow,4,27,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),It's Not Right (Original Mix),3A,5A,0.5405,0.4011,,none,0,0
afterglow,4,28,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Izolo feat. Khonaye (Lost Desert & Lee Burridge Remix),3A,9A,0.6043,0.8204,,none,0,0
afterglow,4,29,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Just a Bitter Love,3A,6A,0.4191,0.7247,,none,0,0
afterglow,4,30,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Latch (Jamie Jones Remix),3A,4B,0.5622,0.4725,,none,0,0
afterglow,4,31,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Lost,3A,6A,0.5649,0.6955,,none,0,0
afterglow,4,32,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Love Somebody Else Feat. Joi Cardwell (Original Mix),3A,12B,0.0667,0.2804,,none,0,0
afterglow,4,33,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Love Song (Original Mix),3A,8A,0.3076,0.9118,,none,0,0
afterglow,4,34,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Lucky Shot (Original Mix),3A,7A,0.7095,0.603,,none,0,0
afterglow,4,35,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Lying Together,3A,2A,1.2608,0.5788,adjacent,harmonic,0.7,1
afterglow,4,36,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Marijuana (Original Mix),3A,1A,0.3076,0.2913,,none,0,0
afterglow,4,37,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Masala (Pablo Fierro Remix),3A,7A,1.2757,0.2175,,none,0,0
afterglow,4,38,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Midas feat. Holly Walker (Ben Pearce Re-Edit),3A,8A,1.2255,0.8751,,none,0,0
afterglow,4,39,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Never Sleep Again (Keinemusik Remix),3A,6A,0.806,0.3842,,none,0,0
afterglow,4,40,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Neverender (Extended),3A,11A,2.1522,0.2355,,none,0,0
afterglow,4,41,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Night Blooming Jasmine (Original Mix),3A,4A,0.3076,0.2705,adjacent,harmonic,0.7,1
afterglow,4,42,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Night Blooming Jasmine (Rodriguez Jr. Remix),3A,4A,0.6043,0.2378,adjacent,harmonic,0.7,1
afterglow,4,43,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Ocean Drive (Extended Mix),3A,1A,0.6043,0.2589,,none,0,0
afterglow,4,44,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),One Night/All Night (Original Mix),3A,4A,0.6043,0.3018,adjacent,harmonic,0.7,1
afterglow,4,45,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Opal (Four Tet Remix),3A,8A,0.9922,0.5376,,none,0,0
afterglow,4,46,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Preach The World (Original Mix),3A,12A,1.415,0.3439,,none,0,0
afterglow,4,47,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Promiscuous [AV Edit],3A,3A,0.0667,0.2972,same,harmonic,1,1
afterglow,4,48,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Regulate (feat. Nate Dogg),3A,9A,0.5348,0.4613,,none,0,0
afterglow,4,49,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Saturday Night (Extended),3A,4A,0.3076,0.6218,adjacent,harmonic,0.7,1
afterglow,4,50,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Sell My Heart (Kreative Nativez Remix),3A,11A,1.1684,0.4628,,none,0,0
afterglow,4,51,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Sing It Back (feat. Naila) (Original Mix),3A,12A,0.0267,0.7726,,none,0,0
afterglow,4,52,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Sing It Back (Herbert's Tasteful Dub),3A,2A,0.3076,0.2913,adjacent,harmonic,0.7,1
afterglow,4,53,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Skin (Rinzen Remix),3A,8A,1.2255,0.7713,,none,0,0
afterglow,4,54,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Slow Down (James Cole Remix),3A,9A,0.587,0.4049,,none,0,0
afterglow,4,55,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),So U Kno (Original Mix),3A,4A,1.3345,0.252,adjacent,harmonic,0.7,1
afterglow,4,56,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Sordid Affair (Maceo Plex Mix),3A,3A,0.7312,0.3418,same,harmonic,1,1
afterglow,4,57,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Stones Throw (Original Mix),3A,8A,0.3076,0.2835,,none,0,0
afterglow,4,58,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Sunset Drive (Extended Mix),3A,5A,1.3221,0.2243,,none,0,0
afterglow,4,59,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Symmetry (Rodriguez Jr. Remix),3A,11A,0.8779,0.5542,,none,0,0
afterglow,4,60,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Teardrops (Don't Stop The Music) (Original Mix),3A,5B,0.0667,0.8394,,none,0,0
afterglow,4,61,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),Tearing Me Up (Original Mix),3A,7A,1.0616,0.9026,,none,0,0
afterglow,4,62,Bye Bye Les Fraises feat. Sashe (Heinrichs & Hirtenfellner Remix),The Way You Move (Original Mix),3A,5A,1.2241,0.209,,none,0,0
